,open_4,high_4,low_4,close_4,over_ema_4,trend_4,volume_diff_4,open_3,high_3,low_3,close_3,over_ema_3,trend_3,volume_diff_3,open_2,high_2,low_2,close_2,over_ema_2,trend_2,volume_diff_2,open_1,high_1,low_1,close_1,over_ema_1,trend_1,volume_diff_1,trend
101,-2.77,1.63,-3.77,0.59,1.0,1.0,-0.0083,1.15,2.08,-0.26,1.91,1.0,1.0,-0.5026,1.98,3.13,-0.77,0.28,1.0,0.0,0.7329,-0.12,4.23,-0.76,2.79,1.0,-1.0,0.1355,1.0
102,1.04,1.97,-0.37,1.8,1.0,1.0,-0.5026,1.87,3.02,-0.88,0.17,1.0,0.0,0.7329,-0.23,4.12,-0.87,2.68,1.0,-1.0,0.1355,1.97,2.51,-1.88,-0.75,0.0,1.0,-0.0834,1.0
103,1.67,2.82,-1.08,-0.03,1.0,0.0,0.7329,-0.43,3.92,-1.07,2.48,1.0,-1.0,0.1355,1.77,2.31,-2.08,-0.95,0.0,1.0,-0.0834,-1.09,1.84,-1.18,0.87,1.0,1.0,-0.1152,1.0
104,-0.77,3.58,-1.41,2.14,1.0,-1.0,0.1355,1.43,1.97,-2.42,-1.29,0.0,1.0,-0.0834,-1.43,1.5,-1.52,0.53,1.0,1.0,-0.1152,0.41,2.33,0.19,1.58,1.0,1.0,-0.5298,-1.0
105,1.38,1.92,-2.47,-1.34,0.0,1.0,-0.0834,-1.48,1.45,-1.57,0.48,1.0,1.0,-0.1152,0.36,2.28,0.14,1.53,1.0,1.0,-0.5298,1.68,3.51,-0.66,3.15,1.0,-1.0,0.9191,-1.0
106,-1.35,1.58,-1.44,0.61,1.0,1.0,-0.1152,0.49,2.41,0.27,1.66,1.0,1.0,-0.5298,1.81,3.64,-0.53,3.28,1.0,-1.0,0.9191,3.36,3.65,0.36,0.6,1.0,-1.0,-0.0032,-1.0
107,0.56,2.48,0.34,1.73,1.0,1.0,-0.5298,1.88,3.71,-0.46,3.35,1.0,-1.0,0.9191,3.43,3.72,0.43,0.67,1.0,-1.0,-0.0032,0.38,1.12,-1.6,-1.12,0.0,-1.0,0.2171,-1.0
108,2.04,3.87,-0.3,3.51,1.0,-1.0,0.9191,3.59,3.88,0.59,0.83,1.0,-1.0,-0.0032,0.54,1.28,-1.44,-0.96,0.0,-1.0,0.2171,-0.36,0.14,-2.09,-0.56,0.0,-1.0,-0.415,-1.0
109,3.97,4.26,0.97,1.21,1.0,-1.0,-0.0032,0.92,1.66,-1.06,-0.58,0.0,-1.0,0.2171,0.02,0.52,-1.71,-0.18,0.0,-1.0,-0.415,0.17,0.46,-5.33,-1.08,0.0,-1.0,1.2161,-1.0
110,1.19,1.93,-0.79,-0.31,0.0,-1.0,0.2171,0.29,0.79,-1.44,0.09,0.0,-1.0,-0.415,0.44,0.73,-5.06,-0.81,0.0,-1.0,1.2161,-1.23,-1.23,-5.46,-3.37,0.0,-1.0,0.1958,0.0
111,0.65,1.15,-1.08,0.45,0.0,-1.0,-0.415,0.8,1.09,-4.7,-0.45,0.0,-1.0,1.2161,-0.87,-0.87,-5.1,-3.01,0.0,-1.0,0.1958,-3.05,-0.13,-3.28,-2.21,0.0,0.0,-0.3208,1.0
112,0.74,1.03,-4.76,-0.51,0.0,-1.0,1.2161,-0.93,-0.93,-5.16,-3.07,0.0,-1.0,0.1958,-3.11,-0.19,-3.34,-2.27,0.0,0.0,-0.3208,-3.01,-2.53,-5.34,-3.52,0.0,1.0,0.1104,1.0
113,-1.29,-1.29,-5.52,-3.43,0.0,-1.0,0.1958,-3.47,-0.55,-3.7,-2.63,0.0,0.0,-0.3208,-3.37,-2.89,-5.7,-3.88,0.0,1.0,0.1104,-3.78,0.33,-3.82,0.22,1.0,1.0,0.2074,-1.0
114,-3.77,-0.85,-4.0,-2.93,0.0,0.0,-0.3208,-3.67,-3.19,-6.0,-4.18,0.0,1.0,0.1104,-4.08,0.03,-4.12,-0.08,1.0,1.0,0.2074,0.08,4.08,-0.17,3.17,1.0,-1.0,-0.077,-1.0
115,-3.79,-3.31,-6.12,-4.3,0.0,1.0,0.1104,-4.2,-0.09,-4.24,-0.2,1.0,1.0,0.2074,-0.04,3.96,-0.29,3.05,1.0,-1.0,-0.077,2.95,3.96,1.69,2.71,1.0,-1.0,-0.2467,-1.0
116,-4.25,-0.14,-4.29,-0.25,1.0,1.0,0.2074,-0.09,3.91,-0.34,3.0,1.0,-1.0,-0.077,2.9,3.91,1.64,2.66,1.0,-1.0,-0.2467,3.11,3.75,0.13,1.05,1.0,-1.0,0.1375,-1.0
117,0.03,4.03,-0.22,3.12,1.0,-1.0,-0.077,3.02,4.03,1.76,2.78,1.0,-1.0,-0.2467,3.23,3.87,0.25,1.17,1.0,-1.0,0.1375,1.22,1.9,-0.57,0.65,1.0,-1.0,-0.2099,-1.0
118,3.26,4.27,2.0,3.02,1.0,-1.0,-0.2467,3.47,4.11,0.49,1.41,1.0,-1.0,0.1375,1.46,2.14,-0.33,0.89,1.0,-1.0,-0.2099,0.6,1.47,-1.47,-0.94,0.0,-1.0,0.3783,-1.0
119,3.54,4.18,0.56,1.48,1.0,-1.0,0.1375,1.53,2.21,-0.26,0.96,1.0,-1.0,-0.2099,0.67,1.54,-1.4,-0.87,0.0,-1.0,0.3783,-2.24,-0.02,-3.52,-2.14,0.0,-1.0,-0.1255,-1.0
120,2.12,2.8,0.33,1.55,1.0,-1.0,-0.2099,1.26,2.13,-0.81,-0.28,0.0,-1.0,0.3783,-1.65,0.57,-2.93,-1.55,0.0,-1.0,-0.1255,-1.35,0.7,-2.77,-0.09,0.0,-1.0,-0.0912,-1.0
121,1.77,2.64,-0.3,0.23,0.0,-1.0,0.3783,-1.14,1.08,-2.42,-1.04,0.0,-1.0,-0.1255,-0.84,1.21,-2.26,0.42,0.0,-1.0,-0.0912,-0.08,-0.03,-5.17,-5.07,0.0,-1.0,0.1721,0.0
122,-0.5,1.72,-1.78,-0.4,0.0,-1.0,-0.1255,-0.2,1.85,-1.62,1.06,0.0,-1.0,-0.0912,0.56,0.61,-4.53,-4.43,0.0,-1.0,0.1721,-3.89,-1.91,-5.19,-4.24,0.0,0.0,0.0064,1.0
123,-0.11,1.94,-1.53,1.15,0.0,-1.0,-0.0912,0.65,0.7,-4.44,-4.34,0.0,-1.0,0.1721,-3.8,-1.82,-5.1,-4.15,0.0,0.0,0.0064,-4.09,-2.37,-6.83,-6.01,0.0,1.0,0.1556,-1.0
124,0.94,0.99,-4.15,-4.05,0.0,-1.0,0.1721,-3.51,-1.53,-4.81,-3.86,0.0,0.0,0.0064,-3.8,-2.08,-6.54,-5.72,0.0,1.0,0.1556,-5.22,-0.19,-5.65,-0.54,0.0,-1.0,0.2156,-1.0
125,-3.11,-1.13,-4.41,-3.46,0.0,0.0,0.0064,-3.4,-1.68,-6.14,-5.32,0.0,1.0,0.1556,-4.82,0.21,-5.25,-0.14,0.0,-1.0,0.2156,-0.4,-0.35,-3.04,-2.35,0.0,-1.0,-0.4617,-1.0
126,-2.67,-0.95,-5.41,-4.59,0.0,1.0,0.1556,-4.09,0.94,-4.52,0.59,0.0,-1.0,0.2156,0.33,0.38,-2.31,-1.62,0.0,-1.0,-0.4617,-1.26,-1.18,-4.41,-3.09,0.0,-1.0,0.0656,-1.0
127,-3.24,1.79,-3.67,1.44,0.0,-1.0,0.2156,1.18,1.23,-1.46,-0.77,0.0,-1.0,-0.4617,-0.41,-0.33,-3.56,-2.24,0.0,-1.0,0.0656,-2.37,-1.86,-7.74,-6.12,0.0,-1.0,0.5394,-1.0
128,2.15,2.2,-0.49,0.2,0.0,-1.0,-0.4617,0.56,0.64,-2.59,-1.27,0.0,-1.0,0.0656,-1.4,-0.89,-6.77,-5.15,0.0,-1.0,0.5394,-5.25,-3.95,-9.99,-7.09,0.0,-1.0,0.0987,-1.0
129,1.47,1.55,-1.68,-0.36,0.0,-1.0,0.0656,-0.49,0.02,-5.86,-4.24,0.0,-1.0,0.5394,-4.34,-3.04,-9.08,-6.18,0.0,-1.0,0.0987,-5.66,-2.55,-8.9,-8.3,0.0,-1.0,-0.0969,-1.0
130,0.3,0.81,-5.07,-3.45,0.0,-1.0,0.5394,-3.55,-2.25,-8.29,-5.39,0.0,-1.0,0.0987,-4.87,-1.76,-8.11,-7.51,0.0,-1.0,-0.0969,-8.18,-5.9,-11.6,-7.83,0.0,-1.0,0.4294,-1.0
131,-2.13,-0.83,-6.87,-3.97,0.0,-1.0,0.0987,-3.45,-0.34,-6.69,-6.09,0.0,-1.0,-0.0969,-6.76,-4.48,-10.18,-6.41,0.0,-1.0,0.4294,-6.19,-5.57,-11.65,-6.06,0.0,-1.0,-0.3815,-1.0
132,-1.48,1.63,-4.72,-4.12,0.0,-1.0,-0.0969,-4.79,-2.51,-8.21,-4.44,0.0,-1.0,0.4294,-4.22,-3.6,-9.68,-4.09,0.0,-1.0,-0.3815,-4.42,-3.7,-13.08,-11.55,0.0,-1.0,0.8907,1.0
133,-3.1,-0.82,-6.52,-2.75,0.0,-1.0,0.4294,-2.53,-1.91,-7.99,-2.4,0.0,-1.0,-0.3815,-2.73,-2.01,-11.39,-9.86,0.0,-1.0,0.8907,-10.07,-8.41,-17.41,-17.0,0.0,1.0,0.4724,1.0
134,-1.11,-0.49,-6.57,-0.98,0.0,-1.0,-0.3815,-1.31,-0.59,-9.97,-8.44,0.0,-1.0,0.8907,-8.65,-6.99,-15.99,-15.58,0.0,1.0,0.4724,-16.19,-14.36,-22.61,-14.69,0.0,1.0,0.3394,1.0
135,-0.45,0.27,-9.11,-7.58,0.0,-1.0,0.8907,-7.79,-6.13,-15.13,-14.72,0.0,1.0,0.4724,-15.33,-13.5,-21.75,-13.83,0.0,1.0,0.3394,-11.93,-7.88,-13.81,-12.64,0.0,1.0,-0.3195,1.0
136,-7.2,-5.54,-14.54,-14.13,0.0,1.0,0.4724,-14.74,-12.91,-21.16,-13.24,0.0,1.0,0.3394,-11.34,-7.29,-13.22,-12.05,0.0,1.0,-0.3195,-12.35,-6.9,-15.29,-7.55,0.0,1.0,-0.0705,1.0
137,-14.33,-12.5,-20.75,-12.83,0.0,1.0,0.3394,-10.93,-6.88,-12.81,-11.64,0.0,1.0,-0.3195,-11.94,-6.49,-14.88,-7.14,0.0,1.0,-0.0705,-8.44,-4.35,-10.41,-5.21,0.0,1.0,-0.1239,-1.0
138,-10.3,-6.25,-12.18,-11.01,0.0,1.0,-0.3195,-11.31,-5.86,-14.25,-6.51,0.0,1.0,-0.0705,-7.81,-3.72,-9.78,-4.58,0.0,1.0,-0.1239,-4.34,-0.65,-4.7,-3.2,0.0,-1.0,-0.1818,-1.0
139,-10.57,-5.12,-13.51,-5.77,0.0,1.0,-0.0705,-7.07,-2.98,-9.04,-3.84,0.0,1.0,-0.1239,-3.6,0.09,-3.96,-2.46,0.0,-1.0,-0.1818,-2.15,-0.81,-6.25,-5.28,0.0,-1.0,0.0315,-1.0
140,-6.36,-2.27,-8.33,-3.13,0.0,1.0,-0.1239,-2.89,0.8,-3.25,-1.75,0.0,-1.0,-0.1818,-1.44,-0.1,-5.54,-4.57,0.0,-1.0,0.0315,-5.62,-5.35,-8.85,-6.35,0.0,-1.0,0.287,-1.0
141,-1.75,1.94,-2.11,-0.61,0.0,-1.0,-0.1818,-0.3,1.04,-4.4,-3.43,0.0,-1.0,0.0315,-4.48,-4.21,-7.71,-5.21,0.0,-1.0,0.287,-6.11,-1.88,-6.96,-5.54,0.0,-1.0,-0.1957,-1.0
142,0.89,2.23,-3.21,-2.24,0.0,-1.0,0.0315,-3.29,-3.02,-6.52,-4.02,0.0,-1.0,0.287,-4.92,-0.69,-5.77,-4.35,0.0,-1.0,-0.1957,-4.71,-2.83,-9.97,-9.67,0.0,-1.0,0.1995,-1.0
143,-2.03,-1.76,-5.26,-2.76,0.0,-1.0,0.287,-3.66,0.57,-4.51,-3.09,0.0,-1.0,-0.1957,-3.45,-1.57,-8.71,-8.41,0.0,-1.0,0.1995,-9.11,-6.79,-10.91,-10.01,0.0,-1.0,0.3047,1.0
144,-2.85,1.38,-3.7,-2.28,0.0,-1.0,-0.1957,-2.64,-0.76,-7.9,-7.6,0.0,-1.0,0.1995,-8.3,-5.98,-10.1,-9.2,0.0,-1.0,0.3047,-9.95,-6.18,-12.37,-11.15,0.0,1.0,0.0922,1.0
145,-2.32,-0.44,-7.58,-7.28,0.0,-1.0,0.1995,-7.98,-5.66,-9.78,-8.88,0.0,-1.0,0.3047,-9.63,-5.86,-12.05,-10.83,0.0,1.0,0.0922,-11.57,-6.9,-14.56,-7.47,0.0,1.0,0.1578,1.0
146,-7.84,-5.52,-9.64,-8.74,0.0,-1.0,0.3047,-9.49,-5.72,-11.91,-10.69,0.0,1.0,0.0922,-11.43,-6.76,-14.42,-7.33,0.0,1.0,0.1578,-8.29,-2.19,-8.45,-2.85,0.0,1.0,-0.1878,1.0
147,-9.38,-5.61,-11.8,-10.58,0.0,1.0,0.0922,-11.32,-6.65,-14.31,-7.22,0.0,1.0,0.1578,-8.18,-2.08,-8.34,-2.74,0.0,1.0,-0.1878,-3.26,-0.48,-3.81,-1.18,0.0,1.0,-0.2038,1.0
148,-11.15,-6.48,-14.14,-7.05,0.0,1.0,0.1578,-8.01,-1.91,-8.17,-2.57,0.0,1.0,-0.1878,-3.09,-0.31,-3.64,-1.01,0.0,1.0,-0.2038,-0.06,0.08,-4.21,-0.94,0.0,1.0,-0.0261,1.0
149,-8.03,-1.93,-8.19,-2.59,0.0,1.0,-0.1878,-3.11,-0.33,-3.66,-1.03,0.0,1.0,-0.2038,-0.08,0.06,-4.23,-0.96,0.0,1.0,-0.0261,0.57,1.84,-1.71,-1.58,0.0,1.0,0.0287,1.0
150,-3.32,-0.54,-3.87,-1.24,0.0,1.0,-0.2038,-0.29,-0.15,-4.44,-1.17,0.0,1.0,-0.0261,0.36,1.63,-1.92,-1.79,0.0,1.0,0.0287,-1.93,0.11,-3.99,-0.04,1.0,1.0,-0.144,1.0
151,-0.53,-0.39,-4.68,-1.41,0.0,1.0,-0.0261,0.12,1.39,-2.16,-2.03,0.0,1.0,0.0287,-2.17,-0.13,-4.23,-0.28,1.0,1.0,-0.144,0.47,2.59,-1.92,1.74,1.0,1.0,-0.0975,-1.0
152,0.09,1.36,-2.19,-2.06,0.0,1.0,0.0287,-2.2,-0.16,-4.26,-0.31,1.0,1.0,-0.144,0.44,2.56,-1.95,1.71,1.0,1.0,-0.0975,1.72,3.24,-0.09,2.27,1.0,-1.0,-0.2837,-1.0
153,-1.98,0.06,-4.04,-0.09,1.0,1.0,-0.144,0.66,2.78,-1.73,1.93,1.0,1.0,-0.0975,1.94,3.46,0.13,2.49,1.0,-1.0,-0.2837,3.98,4.56,-1.51,0.54,1.0,-1.0,0.7625,-1.0
154,0.8,2.92,-1.59,2.07,1.0,1.0,-0.0975,2.08,3.6,0.27,2.63,1.0,-1.0,-0.2837,4.12,4.7,-1.37,0.68,1.0,-1.0,0.7625,-0.28,0.27,-2.08,-2.01,0.0,-1.0,-0.231,0.0
155,2.46,3.98,0.65,3.01,1.0,-1.0,-0.2837,4.5,5.08,-0.99,1.06,1.0,-1.0,0.7625,0.1,0.65,-1.7,-1.63,0.0,-1.0,-0.231,-1.15,0.82,-2.37,-0.98,0.0,0.0,-0.0284,1.0
156,4.47,5.05,-1.02,1.03,1.0,-1.0,0.7625,0.07,0.62,-1.73,-1.66,0.0,-1.0,-0.231,-1.18,0.79,-2.4,-1.01,0.0,0.0,-0.0284,-1.41,-0.39,-3.62,-3.62,0.0,1.0,-0.5828,1.0
157,-0.13,0.42,-1.93,-1.86,0.0,-1.0,-0.231,-1.38,0.59,-2.6,-1.21,0.0,0.0,-0.0284,-1.61,-0.59,-3.82,-3.82,0.0,1.0,-0.5828,-3.41,0.18,-4.09,0.15,1.0,1.0,0.922,-1.0
158,-1.33,0.64,-2.55,-1.16,0.0,0.0,-0.0284,-1.56,-0.54,-3.77,-3.77,0.0,1.0,-0.5828,-3.36,0.23,-4.04,0.2,1.0,1.0,0.922,0.09,2.49,-0.1,1.91,1.0,-1.0,0.3564,-1.0
159,-1.1,-0.08,-3.31,-3.31,0.0,1.0,-0.5828,-2.9,0.69,-3.58,0.66,1.0,1.0,0.922,0.55,2.95,0.36,2.37,1.0,-1.0,0.3564,2.85,3.17,-0.54,-0.03,0.0,-1.0,-0.0764,-1.0
160,-2.46,1.13,-3.14,1.1,1.0,1.0,0.922,0.99,3.39,0.8,2.81,1.0,-1.0,0.3564,3.29,3.61,-0.1,0.41,0.0,-1.0,-0.0764,0.62,0.67,-4.08,-3.87,0.0,-1.0,0.1551,-1.0
161,1.64,4.04,1.45,3.46,1.0,-1.0,0.3564,3.94,4.26,0.55,1.06,0.0,-1.0,-0.0764,1.27,1.32,-3.43,-3.22,0.0,-1.0,0.1551,-3.87,-2.42,-5.45,-3.54,0.0,-1.0,0.2947,1.0
162,4.46,4.78,1.07,1.58,0.0,-1.0,-0.0764,1.79,1.84,-2.91,-2.7,0.0,-1.0,0.1551,-3.35,-1.9,-4.93,-3.02,0.0,-1.0,0.2947,-2.94,-2.27,-6.11,-5.66,0.0,1.0,-0.1073,1.0
163,2.16,2.21,-2.54,-2.33,0.0,-1.0,0.1551,-2.98,-1.53,-4.56,-2.65,0.0,-1.0,0.2947,-2.57,-1.9,-5.74,-5.29,0.0,1.0,-0.1073,-5.25,-3.83,-7.71,-4.56,0.0,1.0,0.0438,-1.0
164,-2.62,-1.17,-4.2,-2.29,0.0,-1.0,0.2947,-2.21,-1.54,-5.38,-4.93,0.0,1.0,-0.1073,-4.89,-3.47,-7.35,-4.2,0.0,1.0,0.0438,-3.82,-2.55,-4.89,-3.17,0.0,-1.0,-0.3441,-1.0
165,-1.73,-1.06,-4.9,-4.45,0.0,1.0,-0.1073,-4.41,-2.99,-6.87,-3.72,0.0,1.0,0.0438,-3.34,-2.07,-4.41,-2.69,0.0,-1.0,-0.3441,-2.94,-2.64,-5.65,-2.97,0.0,-1.0,0.365,1.0
166,-4.05,-2.63,-6.51,-3.36,0.0,1.0,0.0438,-2.98,-1.71,-4.05,-2.33,0.0,-1.0,-0.3441,-2.58,-2.28,-5.29,-2.61,0.0,-1.0,0.365,-2.25,-1.73,-6.08,-4.19,0.0,1.0,0.0142,1.0
167,-3.19,-1.92,-4.26,-2.54,0.0,-1.0,-0.3441,-2.79,-2.49,-5.5,-2.82,0.0,-1.0,0.365,-2.46,-1.94,-6.29,-4.4,0.0,1.0,0.0142,-5.12,-2.95,-8.34,-3.59,0.0,1.0,0.2893,-1.0
168,-2.69,-2.39,-5.4,-2.72,0.0,-1.0,0.365,-2.36,-1.84,-6.19,-4.3,0.0,1.0,0.0142,-5.02,-2.85,-8.24,-3.49,0.0,1.0,0.2893,-4.16,2.26,-4.4,2.05,1.0,-1.0,0.1373,1.0
169,-2.42,-1.9,-6.25,-4.36,0.0,1.0,0.0142,-5.08,-2.91,-8.3,-3.55,0.0,1.0,0.2893,-4.22,2.2,-4.46,1.99,1.0,-1.0,0.1373,0.34,0.58,-1.69,-0.97,0.0,1.0,-0.2117,1.0
170,-5.03,-2.86,-8.25,-3.5,0.0,1.0,0.2893,-4.17,2.25,-4.41,2.04,1.0,-1.0,0.1373,0.39,0.63,-1.64,-0.92,0.0,1.0,-0.2117,-2.28,1.36,-3.23,0.59,1.0,1.0,-0.0301,1.0
171,-4.35,2.07,-4.59,1.86,1.0,-1.0,0.1373,0.21,0.45,-1.82,-1.1,0.0,1.0,-0.2117,-2.46,1.18,-3.41,0.41,1.0,1.0,-0.0301,2.53,3.04,-2.1,-0.66,0.0,1.0,0.0182,1.0
172,-0.02,0.22,-2.05,-1.33,0.0,1.0,-0.2117,-2.69,0.95,-3.64,0.18,1.0,1.0,-0.0301,2.3,2.81,-2.33,-0.89,0.0,1.0,0.0182,-0.57,2.02,-1.04,1.52,1.0,1.0,-0.3105,1.0
173,-3.19,0.45,-4.14,-0.32,1.0,1.0,-0.0301,1.8,2.31,-2.83,-1.39,0.0,1.0,0.0182,-1.07,1.52,-1.54,1.02,1.0,1.0,-0.3105,1.32,3.81,0.35,1.69,1.0,1.0,0.3077,1.0
174,1.31,1.82,-3.32,-1.88,0.0,1.0,0.0182,-1.56,1.03,-2.03,0.53,1.0,1.0,-0.3105,0.83,3.32,-0.14,1.2,1.0,1.0,0.3077,1.41,4.44,1.27,4.18,1.0,1.0,0.0782,1.0
175,-2.12,0.47,-2.59,-0.03,1.0,1.0,-0.3105,0.27,2.76,-0.7,0.64,1.0,1.0,0.3077,0.85,3.88,0.71,3.62,1.0,1.0,0.0782,3.88,4.79,2.69,4.14,1.0,1.0,-0.2107,1.0
176,-0.12,2.37,-1.09,0.25,1.0,1.0,0.3077,0.46,3.49,0.32,3.23,1.0,1.0,0.0782,3.49,4.4,2.3,3.75,1.0,1.0,-0.2107,3.52,5.47,3.3,4.89,1.0,1.0,-0.0283,1.0
177,-0.21,2.82,-0.35,2.56,1.0,1.0,0.0782,2.82,3.73,1.63,3.08,1.0,1.0,-0.2107,2.85,4.8,2.63,4.22,1.0,1.0,-0.0283,3.5,3.77,0.94,3.11,1.0,1.0,0.1107,1.0
178,2.0,2.91,0.81,2.26,1.0,1.0,-0.2107,2.03,3.98,1.81,3.4,1.0,1.0,-0.0283,2.68,2.95,0.12,2.29,1.0,1.0,0.1107,1.83,5.62,1.6,5.48,1.0,1.0,-0.1238,1.0
179,1.26,3.21,1.04,2.63,1.0,1.0,-0.0283,1.91,2.18,-0.65,1.52,1.0,1.0,0.1107,1.06,4.85,0.83,4.71,1.0,1.0,-0.1238,5.29,9.16,4.43,7.02,1.0,1.0,0.3231,-1.0
180,1.23,1.5,-1.33,0.84,1.0,1.0,0.1107,0.38,4.17,0.15,4.03,1.0,1.0,-0.1238,4.61,8.48,3.75,6.34,1.0,1.0,0.3231,5.85,7.98,4.85,6.64,1.0,-1.0,-0.2212,-1.0
181,-0.08,3.71,-0.31,3.57,1.0,1.0,-0.1238,4.15,8.02,3.29,5.88,1.0,1.0,0.3231,5.39,7.52,4.39,6.18,1.0,-1.0,-0.2212,6.58,8.8,6.04,6.06,1.0,-1.0,0.0173,1.0
182,3.64,7.51,2.78,5.37,1.0,1.0,0.3231,4.88,7.01,3.88,5.67,1.0,-1.0,-0.2212,6.07,8.29,5.53,5.55,1.0,-1.0,0.0173,5.56,5.77,3.07,3.77,1.0,1.0,0.0626,1.0
183,4.28,6.41,3.28,5.07,1.0,-1.0,-0.2212,5.47,7.69,4.93,4.95,1.0,-1.0,0.0173,4.96,5.17,2.47,3.17,1.0,1.0,0.0626,3.73,5.36,1.94,4.25,1.0,1.0,-0.2708,-1.0
184,4.99,7.21,4.45,4.47,1.0,-1.0,0.0173,4.48,4.69,1.99,2.69,1.0,1.0,0.0626,3.25,4.88,1.46,3.77,1.0,1.0,-0.2708,4.68,6.43,3.66,5.27,1.0,-1.0,0.2564,-1.0
185,3.98,4.19,1.49,2.19,1.0,1.0,0.0626,2.75,4.38,0.96,3.27,1.0,1.0,-0.2708,4.18,5.93,3.16,4.77,1.0,-1.0,0.2564,5.73,6.43,2.69,4.04,1.0,-1.0,0.1267,-1.0
186,2.46,4.09,0.67,2.98,1.0,1.0,-0.2708,3.89,5.64,2.87,4.48,1.0,-1.0,0.2564,5.44,6.14,2.4,3.75,1.0,-1.0,0.1267,3.69,4.58,2.09,4.47,1.0,-1.0,-0.03,-1.0
187,3.65,5.4,2.63,4.24,1.0,-1.0,0.2564,5.2,5.9,2.16,3.51,1.0,-1.0,0.1267,3.45,4.34,1.85,4.23,1.0,-1.0,-0.03,4.37,4.98,2.24,2.51,1.0,-1.0,0.0694,1.0
188,4.86,5.56,1.82,3.17,1.0,-1.0,0.1267,3.11,4.0,1.51,3.89,1.0,-1.0,-0.03,4.03,4.64,1.9,2.17,1.0,-1.0,0.0694,1.97,2.66,0.0,1.94,1.0,1.0,0.0773,1.0
189,2.78,3.67,1.18,3.56,1.0,-1.0,-0.03,3.7,4.31,1.57,1.84,1.0,-1.0,0.0694,1.64,2.33,-0.33,1.61,1.0,1.0,0.0773,1.59,3.18,1.17,2.95,1.0,1.0,-0.3172,1.0
190,3.25,3.86,1.12,1.39,1.0,-1.0,0.0694,1.19,1.88,-0.78,1.16,1.0,1.0,0.0773,1.14,2.73,0.72,2.5,1.0,1.0,-0.3172,2.81,4.7,2.61,2.65,1.0,1.0,0.1109,1.0
191,0.64,1.33,-1.33,0.61,1.0,1.0,0.0773,0.59,2.18,0.17,1.95,1.0,1.0,-0.3172,2.26,4.15,2.06,2.1,1.0,1.0,0.1109,2.04,3.81,1.16,3.77,1.0,1.0,-0.203,1.0
192,0.14,1.73,-0.28,1.5,1.0,1.0,-0.3172,1.81,3.7,1.61,1.65,1.0,1.0,0.1109,1.59,3.36,0.71,3.32,1.0,1.0,-0.203,3.52,5.58,2.93,4.71,1.0,1.0,0.0751,0.0
193,1.28,3.17,1.08,1.12,1.0,1.0,0.1109,1.06,2.83,0.18,2.79,1.0,1.0,-0.203,2.99,5.05,2.4,4.18,1.0,1.0,0.0751,4.39,5.23,2.7,3.8,1.0,0.0,0.2602,0.0
194,0.93,2.7,0.05,2.66,1.0,1.0,-0.203,2.86,4.92,2.27,4.05,1.0,1.0,0.0751,4.26,5.1,2.57,3.67,1.0,0.0,0.2602,3.74,5.92,3.17,4.89,1.0,0.0,-0.1997,1.0
195,2.42,4.48,1.83,3.61,1.0,1.0,0.0751,3.82,4.66,2.13,3.23,1.0,0.0,0.2602,3.3,5.48,2.73,4.45,1.0,0.0,-0.1997,3.63,4.07,0.63,0.73,1.0,1.0,0.3262,1.0
196,3.31,4.15,1.62,2.72,1.0,0.0,0.2602,2.79,4.97,2.22,3.94,1.0,0.0,-0.1997,3.12,3.56,0.12,0.22,1.0,1.0,0.3262,0.57,4.55,-0.48,3.66,1.0,1.0,0.292,1.0
197,2.36,4.54,1.79,3.51,1.0,0.0,-0.1997,2.69,3.13,-0.31,-0.21,1.0,1.0,0.3262,0.14,4.12,-0.91,3.23,1.0,1.0,0.292,3.32,5.06,2.75,4.41,1.0,1.0,-0.4133,0.0
198,2.37,2.81,-0.63,-0.53,1.0,1.0,0.3262,-0.18,3.8,-1.23,2.91,1.0,1.0,0.292,3.0,4.74,2.43,4.09,1.0,1.0,-0.4133,4.23,5.41,3.5,3.78,1.0,0.0,0.0664,1.0
199,-0.64,3.34,-1.69,2.45,1.0,1.0,0.292,2.54,4.28,1.97,3.63,1.0,1.0,-0.4133,3.77,4.95,3.04,3.32,1.0,0.0,0.0664,3.51,4.34,1.24,2.64,1.0,1.0,0.1136,1.0
200,2.09,3.83,1.52,3.18,1.0,1.0,-0.4133,3.32,4.5,2.59,2.87,1.0,0.0,0.0664,3.06,3.89,0.79,2.19,1.0,1.0,0.1136,2.35,4.58,1.88,3.91,1.0,1.0,-0.1216,1.0
201,2.94,4.12,2.21,2.49,1.0,0.0,0.0664,2.68,3.51,0.41,1.81,1.0,1.0,0.1136,1.97,4.2,1.5,3.53,1.0,1.0,-0.1216,3.98,4.95,3.13,3.84,1.0,1.0,-0.0035,0.0
202,2.44,3.27,0.17,1.57,1.0,1.0,0.1136,1.73,3.96,1.26,3.29,1.0,1.0,-0.1216,3.74,4.71,2.89,3.6,1.0,1.0,-0.0035,3.73,4.94,2.79,3.45,1.0,0.0,-0.0229,1.0
203,1.31,3.54,0.84,2.87,1.0,1.0,-0.1216,3.32,4.29,2.47,3.18,1.0,1.0,-0.0035,3.31,4.52,2.37,3.03,1.0,0.0,-0.0229,2.48,3.02,1.19,1.78,1.0,1.0,0.2516,1.0
