0.651,0.788,0.586,0.831,0.745,0.7195574093384312,0.24444587795456868
0.522,0.74,0.514,0.746,0.665,0.631098572850979,0.13107478364632041
0.59,0.849,0.632,0.825,0.77,0.719542398867791,0.6900730909114071
0.673,0.772,0.529,0.862,0.745,0.7225705329153606,-0.04280163117543019
0.522,0.865,0.66,0.782,0.75,0.6935248569184154,0.15838186201897878
0.571,0.875,0.64,0.84,0.79,0.7232142857142857,0.0036986698405837614
0.661,0.757,0.514,0.852,0.73,0.708829365079365,0.5126153118408261
0.607,0.813,0.587,0.825,0.75,0.7097535086684751,0.2321818223759395
0.667,0.818,0.594,0.86,0.775,0.7424242424242425,0.1844527458211452
0.536,0.771,0.476,0.81,0.705,0.6532738095238095,0.9998299867423497
0.491,0.807,0.491,0.807,0.72,0.6489028213166145,0.19819625296147103
